rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
1,1,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
2,3,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
3,5,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
4,6,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
5,7,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
6,8,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
7,9,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
8,10,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
9,13,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
10,14,All India,"PGIMER, DR. RML Hospital","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
11,15,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
12,16,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
13,19,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
14,20,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,-,-,-,-,-,-,-,-,-,-
15,22,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
16,23,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
17,24,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
18,25,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
19,26,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
20,27,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
21,28,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
22,29,All India,Maulana Azad Medical College,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Seat Surrende red,-,-,-,-,All India,"MEDICA L COLLEG E, KOLKAT A,MEDIC AL COLLEG E, KOLKAT A, West Bengal, 700073","M.D. (DERM.,V ENE. and LEPROSY )/ (DERMAT OLOGY)/( SKIN and VENEREA L DISEASE S)/(VENE REOLOG Y)",Open,General,1
23,30,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
24,32,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
25,33,All India,"B.J.Government Medical College, Pune","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
26,34,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
27,35,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
28,36,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
29,38,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
30,41,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
31,42,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
32,43,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
33,44,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
34,46,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
35,49,All India,"Gauhati Medical College, Guwahati",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
36,50,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
37,52,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
38,53,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
39,54,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
40,55,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
41,56,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
42,57,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
43,58,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
44,60,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
45,61,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
46,62,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
47,64,All India,"Government Medical College, Nagpur",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
48,65,All India,"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
49,66,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
50,67,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
51,68,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
52,69,All India,University College of Medical Sciences,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,All India,"Maulana Azad Medical College, Maulana Azad Medical College, Delhi (NCT), 110002","M.D. (DERM.,V ENE. and LEPROSY )/ (DERMAT OLOGY)/( SKIN and VENEREA L DISEASE S)/(VENE REOLOG Y)",Open,General,3
53,71,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
54,72,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
55,73,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
56,74,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
57,75,All India,Lady Hardinge Medical College,M.D. (RADIO- DIAGNOSIS),Reported,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
58,76,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
59,77,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
60,78,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
61,79,All India,G B Pant Institute of Post Graduate Medical Education and Research,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,All India,"Universit y College of Medical Sciences ,Universit y College of Medical Sciences , Delhi (NCT), 110095",M.D. (RADIO- DIAGNOS IS),Open,General,8
62,80,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (RADIO- DIAGNOSIS),Reported,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
63,83,All India,Government Medical College Kozhikode,M.D. (RADIO- DIAGNOSIS),Reported,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
64,84,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (RADIO- DIAGNOSIS),Reported,All India,Lady Hardinge Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
65,85,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
66,86,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
67,87,All India,MADRAS MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Seat Surrende red,-,-,-,-,All India,"COIMBA TORE MEDICA L COLLEG E,COIMB ATORE MEDICA L COLLEG E, Tamil Nadu, 641014",M.D. (RADIO- DIAGNOS IS),Open,OBC,4
68,89,All India,Sanjay Gandhi Postgarduate Institute of Medical Sciences,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
69,90,All India,Maulana Azad Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
70,91,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
71,92,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
72,93,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
73,94,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
74,95,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
75,96,All India,"MEDICAL COLLEGE, KOLKATA",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
76,97,All India,University College of Medical Sciences,M.D. (RADIO- DIAGNOSIS),Reported,All India,G B Pant Institute of Post Graduate Medical Education and Research,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
77,98,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
78,99,All India,"Govt. Medical College, Baroda",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
79,100,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
80,102,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
81,103,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
82,104,DNB Quota,"Sir Ganga Ram Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,-,-,-,-
83,105,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
84,106,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
85,107,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
86,109,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
87,110,All India,University College of Medical Sciences,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
88,111,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
89,112,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
90,113,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
91,114,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
92,115,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Seat Surrende red,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
93,116,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
94,117,All India,University College of Medical Sciences,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
95,118,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
96,119,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
97,120,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Reported,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
98,121,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
99,122,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Not Reported,All India,University College of Medical Sciences,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
100,123,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
101,124,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
102,126,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
103,127,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Reported,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
104,128,All India,MADRAS MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
105,129,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
106,130,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
107,131,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
108,132,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
109,133,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
110,134,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
111,135,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
112,136,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
113,137,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
114,138,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
115,140,All India,"Grant Medical College, Maharashtra","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
116,141,All India,MADRAS MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
117,142,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
118,143,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
119,144,All India,Government Medical College Kozhikode,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
120,145,All India,University College of Medical Sciences,M.D. (RADIO- DIAGNOSIS),Reported,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
121,146,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
122,148,All India,G B Pant Institute of Post Graduate Medical Education and Research,M.D. (RADIO- DIAGNOSIS),Not Reported,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
123,149,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
124,150,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
125,151,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
126,152,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
127,153,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
128,154,All India,Government Medical College Kozhikode,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
129,155,All India,Bangalore Medical College and Research Institute,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
130,157,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Seat Surrende red,-,-,-,-,-,-
131,158,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
132,159,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
133,160,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
134,161,All India,Lady Hardinge Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
135,162,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
136,163,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
137,164,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
138,165,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
139,166,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
140,167,All India,Maulana Azad Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,All India,"Universit y College of Medical Sciences ,Universit y College of Medical Sciences , Delhi (NCT), 110095","M.D. (DERM.,V ENE. and LEPROSY )/ (DERMAT OLOGY)/( SKIN and VENEREA L DISEASE S)/(VENE REOLOG Y)",Open,General,5
141,168,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
142,169,All India,GANDHI MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
143,170,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (GENERAL MEDICINE),Reported,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,All India,"Lady Hardinge Medical College,L ady Hardinge Medical College, Delhi (NCT), 110001",M.D. (GENERA L MEDICIN E),Open,General,5
144,171,All India,"MEDICAL COLLEGE, KOLKATA",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
145,172,All India,"Government Medical College, Nagpur",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
146,173,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
147,174,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
148,175,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
149,176,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
150,177,All India,Government Medical College Kozhikode,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
151,178,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
152,179,All India,"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
153,181,All India,IPGME&R and SSKM Hospital Kolkata,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
154,182,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
155,183,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
156,184,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
157,185,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Reported,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
158,186,All India,COIMBATORE MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
159,187,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
160,188,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
161,189,Banaras Hindu Universit y,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
162,190,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
163,192,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
164,193,All India,"PGIMER, DR. RML Hospital",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
165,195,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (GENERAL MEDICINE),Not Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
166,196,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
