rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
7814,9473,All India,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-,-,-,-,-
7815,9474,All India,Government Kilpauk Medical College,M.D. (ANAESTHESIO LOGY),Not Reported,All India,STANLEY MEDICAL COLLEGE,M.D. (ANAESTHESIO LOGY),Not Reported,-,-,-,-,-,-
7816,9476,All India,"Government Medical College Hospital, Manjeri","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,-,-,-,-,-,-,-,-,-,-
7817,9477,All India,"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,-,-,-,-
7818,9478,All India,GOVERNMENT VELLORE MEDICAL COLLEGE,M.D. (ANAESTHESIO LOGY),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
7819,9479,All India,"Homi Bhabha Cancer Hospital, Varanasi",M.D. (Radiotherapy/ Radiation Oncology),Reported,-,-,-,-,-,-,-,-,-,-
7820,9480,DNB Quota,"Apollo Hospital,",(NBEMS) Respiratory Medicine,Reported,DNB Quota,"Mallige Medical Centre,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"IQRAA Internatio nal Hospital and Researc h Centre, ,IQRAA INTERN ATIONA L HOSPIT AL AND RESEAR CH CENTRE MALAPA RAMBA CALICU T, Kerala, 673009",(NBEMS) Obstetrics and Gynaecolo gy,Open,OBC,33
7821,9481,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Seat Surrende red,-,-,-,-,All India,"GOVT MEDICA L COLLEG E, ANANTA PURAM U,GOVT MEDICA L COLLEG E, ANANTA PURAM U, Andhra Pradesh, 515001",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),OBC,OBC,39
7822,9482,DNB Quota,Shifa Hospitals,(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,DNB Quota,"Apollo Hospital, ,NO. 21, OFF GREAM S LANE, GREAM S ROAD, CHENNA I, Tamil Nadu, 600006",(NBEMS) Respirator y Medicine,Open,OBC,4
7823,9484,All India,"Chittaranjan National Cancer Institute, 37-",M.D. (Radiotherapy/ Radiation Oncology),Reported,-,-,-,-,-,-,-,-,-,-
7824,9485,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.S. (OPHTHALMOL OGY),Not Reported,DNB Quota,"Jupiter Hospital,",(NBEMS) PAEDIATRICS,Not Reported,All India,"Atal Bihari Vajpayee Governm ent Medical College, Vidisha, NH 86 INFRON T OF KHEL PARISA R SANCHI ROAD VIDISHA MP, Madhya Pradesh, 464001",M.D. (PAEDIAT RICS),OBC,OBC,72
7825,9486,All India,"Government Mohan Kumaramangala m Medical College, Salem",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,STANLEY MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,"MADRA S MEDICA L COLLEG E,EVR PERIYA R SALAI, CHENNA I-03, Tamil Nadu, 600003",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),EWS,EWS,12
7826,9487,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (Radiotherapy/ Radiation Oncology),Reported,-,-,-,-,-,-,-,-,-,-
7827,9488,DNB Quota,"Government Multi Specialty Hospital,",(NBEMS) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-,-,-,-,-
7828,9489,All India,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
7829,9490,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (PATHOLOGY),Reported,-,-,-,-,-,-,-,-,-,-
7830,9493,All India,"Government Medical College,Theni",M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
7831,9494,Manage ment/Pai d Seats Quota,Sri Ramachandra Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
7832,9495,DNB Quota,"Meenakshi Mission Hospital and Research Centre,",(NBEMS) Obstetrics and Gynaecology,Reported,DNB Quota,"G Kuppuswamy Naidu Memorial Hospital,",(NBEMS) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-
7833,9496,-,-,-,-,All India,Govt. Bundelkhand Medical College Sagar M.P.,M.S. (GENERAL SURGERY),Reported,All India,"Govt. Medical College, Bhavnag ar,Near. S.T. Bus Stand,Jai l Road, Bhavnag ar- 364001, Gujarat, 364001",M.S. (ORTHOP AEDICS),Open,General,33
7834,9497,DNB Quota,"Apollo Specialty Hospital,",(NBEMS) PAEDIATRICS,Not Reported,Managem ent/Paid Seats Quota,Sri Ramachandra Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
7835,9498,All India,"Government Medical College, Ratlam",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-
7836,9500,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (ANAESTHESIO LOGY),Reported,All India,University College of Medical Sciences,M.D. (ANAESTHESIO LOGY),Reported,-,-,-,-,-,-
7837,9501,DNB Quota,"Apollo Hospital, Village Lingiadih,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"Apollo Hospital, Village Lingiadih,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"Apollo Hospital, Village Lingiadih ,,Apollo Hospitals Bilaspur Seepat Road Lingyadi h Village Bilaspur, Chhattisg arh, 495006",(NBEMS) GENERAL MEDICIN E,Open,General,39
7838,9502,-,-,-,-,DNB Quota,"Autonomous State Medical college Society and S.N.M District Hospital,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"Max Super Specialty Hospital,, Malsi, Mussoori e Diversion Road, Uttarakh and, 248001",(NBEMS) GENERAL MEDICIN E,Open,EWS,162
7839,9503,-,-,-,-,DNB Quota,"Maharaja Agarsen Hospital,",(NBEMS) Obstetrics and Gynaecology,Reported,DNB Quota,"Sir Ganga Ram Hospital, ,Rajinder Nagar, New Delhi, Delhi (NCT), 110060",(NBEMS) Obstetrics and Gynaecolo gy,Open,General,40
7840,9504,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,All India,Government Medical College Kota,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-
7841,9505,All India,"Government Medical College, Bettiah",M.D. (RADIO- DIAGNOSIS),Seat Surrende red,DNB Quota,"J.L.N. Main Hospital and Research Centre,",(NBEMS) RADIO- DIAGNOSIS,Reported,All India,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517507",M.D. (RADIO- DIAGNOS IS),SC,SC,50
7842,9506,All India,"Ravindra Nath Tagore Medical College, Udaipur",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
7843,9508,DNB Quota,"Adarsha Hospital,",(NBEMS) GENERAL MEDICINE,Reported,DNB Quota,"Sparsh Hospital, Karnataka",(NBEMS) GENERAL MEDICINE,Reported,DNB Quota,"OZONE Institute of Medical Sciences ,Telanga na,OZO NE INSTITU TE OF MEDICA L SCIENC ES PVT LTD, GREEN HILLS COLONY , ROAD NO 4, KOTHAP ET, HYDERA BAD, TEL, Telangan a, 500035",(NBEMS) GENERAL MEDICIN E,Open,OBC,14
7844,9509,DNB Quota,"Pushpagiri Institute of Medical Sciences and Research Centre,",(NBEMS) Emergency Medicine,Reported,-,-,-,-,-,-,-,-,-,-
7845,9510,DNB Quota,"Bhagwan Mahaveer Jain Hospital,",(NBEMS) Respiratory Medicine,Reported,DNB Quota,"Baby Memorial Hospital,",(NBEMS) Respiratory Medicine,Reported,-,-,-,-,-,-
7846,9511,-,-,-,-,-,-,-,-,All India,"Institute of Child Health, Kolkata,I nstitute of Child Health, Kolkata, West Bengal, 700017",M.D. (PAEDIAT RICS),OBC,OBC,86
7847,9512,-,-,-,-,-,-,-,-,All India,"Gauhati Medical College, Guwahati ,Gauhati Medical College, Guwahati , Assam, 781032",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),Open,General,99
7848,9514,-,-,-,-,All India,SHYAM SHAH MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-
7849,9517,-,-,-,-,DNB Quota,"S. G. L. Super Specialty Charitable Hospital,",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,-,-
7850,9518,-,-,-,-,-,-,-,-,All India,"Gauhati Medical College, Guwahati ,Gauhati Medical College, Guwahati , Assam, 781032",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),Open,General,61
7851,9519,All India,MADRAS MEDICAL COLLEGE,M.S. (E.N.T.),Reported,-,-,-,-,-,-,-,-,-,-
7852,9520,DNB Quota,"Deben Mahato (Sadar) Hospital,",(NBEMS) GENERAL MEDICINE,Reported,DNB Quota,"Govt. Medical College (Maharani Hospital), Jagdalpur, Chhattisgarh",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,-,-
7853,9522,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha",M.D. (RADIO- DIAGNOSIS),Not Reported,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
7854,9523,All India,Osmania Medical Collge,M.S. (OPHTHALMOL OGY),Reported,-,-,-,-,-,-,-,-,-,-
7855,9524,All India,GANDHI MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,All India,"Andhra Medical College, Andhra Medical College, Andhra Pradesh, 530002",M.S. (GENERA L SURGER Y),SC,SC,2
7856,9526,-,-,-,-,All India,Kakatiya Medical College,M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-
7857,9527,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (ANAESTHESIO LOGY),Reported,-,-,-,-,Delhi Universit y Quota,"Maulana Azad Medical College, Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (PAEDIAT RICS),SC,SC,34
7858,9528,All India,"S.V. Medical College, Tirupathi",M.D. (Tuberculosis and Respiratory diseases)/Pulmo nary Medicine /M.D. (Respiratory Medicine),Reported,-,-,-,-,-,-,-,-,-,-
7859,9529,All India,"Government Medical College, Cuddalore District",M.S. (ORTHOPAEDIC S),Seat Surrende red,All India,"Government Mohan Kumaramangala m Medical College, Salem",M.S. (ORTHOPAEDIC S),Reported,All India,"COIMBA TORE MEDICA L COLLEG E,COIMB ATORE MEDICA L COLLEG E, Tamil Nadu, 641014",M.S. (ORTHOP AEDICS),Open,General,7
7860,9530,Manage ment/Pai d Seats Quota,KALINGA INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
7861,9531,-,-,-,-,All India,"Gauhati Medical College, Guwahati",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-
7862,9533,All India,"Rims Medical College, Ongole,",M.D. (ANAESTHESIO LOGY),Not Reported,-,-,-,-,All India,"Rajiv Gandhi Institute of Medical Sciences Srikakula m,Gover nment Medical College Srikakula m Balaga Srikakula m Town Srikakula m District, Andhra Pradesh, 532001",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),Open,General,17
7863,9534,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.S. (GENERAL SURGERY),Not Reported,All India,Tirunelveli Medical College,M.S. (GENERAL SURGERY),Reported,All India,"CHENG ALPATT U MEDICA L COLLEG E, CHENG ALPATT U,CHEN GALPAT TU MEDICA L COLLEG E, CHENG ALPATT U, Tamil Nadu, 603001",M.S. (GENERA L SURGER Y),Open,OBC,6
7864,9535,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,-,-,-,-,-,-,-,-,-,-
7865,9536,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED",M.S. (ORTHOPAEDIC S),Not Reported,-,-,-,-,-,-,-,-,-,-
7866,9537,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPU R, NEW DELHI",M.D. (ANAESTHESIO LOGY),Not Reported,-,-,-,-,-,-,-,-,-,-
7867,9538,-,-,-,-,DNB Quota,"Sanjay Gandhi Memorial Hospital, ,",(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,-,-
7868,9539,DNB Quota,CMC Hospital,(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"Park Hospital, Haryana",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,-,-
7869,9540,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT",DIP.IN GYNAE. and OBST.,Seat Surrende red,-,-,-,-,-,-,-,-,-,-
7870,9541,All India,"Karnataka Institute of Medical Sciences, Hubballi",M.S. (OPHTHALMOL OGY),Not Reported,-,-,-,-,-,-,-,-,-,-
7871,9543,-,-,-,-,All India,"Govt. Medical College, Baroda",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-
7872,9544,-,-,-,-,-,-,-,-,All India,"Rims Medical College, Ongole, ,GOVER NMENT MEDICA L COLLEG E ONGOL E, Andhra Pradesh, 523001",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),OBC,OBC,30
7873,9545,DNB Quota,"Jamnabai General Hospital,",(NBEMS) Obstetrics and Gynaecology,Not Reported,-,-,-,-,-,-,-,-,-,-
7874,9546,-,-,-,-,All India,Baba Raghav Das Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-
7875,9547,All India,"Government Medical College, Cuddalore District",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Not Reported,All India,"CHENGALPATT U MEDICAL COLLEGE, CHENGALPATT U",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,-,-,-,-,-,-
7876,9548,All India,"NALANDA MEDICAL COLLEGE,PATN A",M.S. (GENERAL SURGERY),Not Reported,All India,"NALANDA MEDICAL COLLEGE,PATN A",M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-
7877,9549,-,-,-,-,All India,GOA MEDICAL COLLEGE,M.D. (PSYCHIATRY),Not Reported,All India,"Pimpri Chichwa d Municipal Corporati on Postgrad uate Institute Y.C.M.H ospital Pimpri,P une 18,Dean Office, Y.C.M.H ospital, Sant Tukaram nagar Pimpri, Pune, Maharas htra, 411018",M.D. (PSYCHIA TRY),Open,General,203
7878,9550,DNB Quota,"GMERS Medical College and Hospital,",(NBEMS) PAEDIATRICS,Not Reported,-,-,-,-,-,-,-,-,-,-
7879,9551,DNB Quota,"GMERS Medical College and General Hospital,",(NBEMS) GENERAL SURGERY,Reported,DNB Quota,"GMERS Medical College and Hospital,",(NBEMS) GENERAL SURGERY,Reported,All India,"M. P. SHAH GOVER NMENT MEDICA L COLLEG E,M. P. SHAH GOVER NMENT MEDICA L COLLEG E, Gujarat, 361008",M.S. (GENERA L SURGER Y),Open,General,4
7880,9553,DNB Quota,"Maharaja Agrasen Medical College,",(NBEMS) PSYCHIATRY,Not Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (ANAESTHESIO LOGY),Not Reported,All India,"B.J.Gove rnment Medical College, Pune,B.J .Govern ment Medical College, Pune, Maharas htra, 411001",M.D. (PSYCHIA TRY),Open,General,13
7881,9554,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (MICROBIOLOG Y),Not Reported,-,-,-,-,-,-,-,-,-,-
7882,9555,DNB Quota,"Santosh Hospital,",(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,DNB Quota,"Arihant Hospital and Researc h Centre, Madhya Pradesh, A-283, Gumasta Nagar, Near Shiv Mandir, Indore, Madhya Pradesh, 452009",(NBEMS) GENERAL MEDICIN E,Open,General,637
7883,9556,All India,DARBHANGA MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Reported,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR",M.S. (ORTHOPAEDIC S),Reported,All India,"DARBHA NGA MEDICA L COLLEG E,Sheeta l Prasad Marg, Laherias arai, Darbhan ga, Bihar, Bihar, 846003",M.S. (GENERA L SURGER Y),Open,General,35
7884,9557,All India,Indira Gandhi Medical College Shimla,M.D. (ANAESTHESIO LOGY),Not Reported,-,-,-,-,-,-,-,-,-,-
7885,9558,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.S. (GENERAL SURGERY),Reported,-,-,-,-,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmap ur,Mahar aja Krushna Chandra Gajapati Medical College , Brahmap ur, Odisha, 760004",M.S. (ORTHOP AEDICS),OBC,OBC,28
7886,9560,All India,GUNTUR MEDICAL COLLEGE,M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,-,-,-,-,-,-,-,-,-,-
7887,9561,DNB Quota,"Mata Chanan Devi Hospital,,",(NBEMS) PAEDIATRICS,Not Reported,DNB Quota,"Fortis Hospital,",(NBEMS) GENERAL MEDICINE,Reported,DNB Quota,"S. G. L. Super Specialty Charitabl e Hospital, ,GARHA ROAD, JALAND HAR, Punjab, 144022",(NBEMS) GENERAL MEDICIN E,Open,OBC,134
7888,9562,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (ANAESTHESIO LOGY),Not Reported,All India,Baba Raghav Das Medical College,M.S. (OPHTHALMOL OGY),Not Reported,-,-,-,-,-,-
7889,9563,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
7890,9564,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-,-,-,-,-
7891,9565,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,"Governm ent Medical College Kozhikod e,Govern ment Medical College Kozhikod e principal mcc@g mail.com , Kerala, 673008",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),EWS,EWS,295
7892,9566,-,-,-,-,DNB Quota,"Maharaja Agrasen Medical College,",(NBEMS) Obstetrics and Gynaecology,Reported,All India,"Dr. Rajendra Prasad Governm ent Medical College, Tanda,Dr . Rajendra Prasad Governm ent Medical College, Tanda, Himachal Pradesh, 176002",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),Open,General,43
7893,9567,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha",M.D. (PSYCHIATRY),Not Reported,-,-,-,-,-,-,-,-,-,-
7894,9568,All India,"Government Medical College, Nagpur",M.S. (ORTHOPAEDIC S),Reported,All India,"PGIMER, DR. RML Hospital",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-
7895,9571,DNB Quota,"The Voluntary Health Services and Medical Centre,",(NBEMS) GENERAL MEDICINE,Not Reported,All India,"Government Medical College,Theni",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Not Reported,-,-,-,-,-,-
7896,9573,All India,SHIMOGA INSTITUTE OF MEDICAL SCIENCES,M.S. (GENERAL SURGERY),Reported,All India,"S.V. Medical College, Tirupathi",M.S. (GENERAL SURGERY),Reported,All India,"Siddhart ha Medical College, Vijayawa da,Siddh artha Medical College, Vijayawa da, Andhra Pradesh, 520008",M.S. (GENERA L SURGER Y),Open,EWS,116
7897,9574,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
7898,9575,DNB Quota,"Artemis Health Institute,",(NBEMS) PAEDIATRICS,Reported,-,-,-,-,-,-,-,-,-,-
7899,9576,-,-,-,-,-,-,-,-,All India,"B. J. MEDICA L COLLEG E, Ahmeda bad,B.J. Medical College, New Civil Hospital Asarwa, Ahmeda bad- 380016, Gujarat,I ndia, Gujarat, 380016",M.D. (Tuberculo sis and Respirator y diseases)/ Pulmonary Medicine /M.D. (Respirato ry Medicine),OBC,OBC,101
7900,9577,DNB Quota,"M R Bangur Hospital,",(NBEMS) Obstetrics and Gynaecology,Not Reported,-,-,-,-,-,-,-,-,-,-
7901,9578,All India,NIL RATAN SIRCAR MEDICAL COLLEGE,M.S. (E.N.T.),Not Reported,All India,Bankura Sammilani Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-
7902,9579,All India,"Government Mohan Kumaramangala m Medical College, Salem",M.S. (OPHTHALMOL OGY),Reported,-,-,-,-,-,-,-,-,-,-
7903,9580,All India,"ESIC Medical College, Hyderbad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
7904,9581,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (ANAESTHESIO LOGY),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (ANAESTHESIO LOGY),Reported,-,-,-,-,-,-
7905,9582,All India,"R G KAR MEDICAL COLLEGE, West Bengal",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
7906,9583,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (ANAESTHESIO LOGY),Not Reported,-,-,-,-,-,-,-,-,-,-
7907,9584,All India,"Government Medical College, Latur",M.S. (GENERAL SURGERY),Not Reported,All India,"Dr.V.M.Govt.Med ical College,Solapur, Maharasthtra",M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,-,-
7908,9587,DNB Quota,"Yashoda Hospital,",(NBEMS) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-,-,-,-,-
7909,9588,All India,Andhra Medical College,M.D. (ANAESTHESIO LOGY),Reported,-,-,-,-,-,-,-,-,-,-
7910,9589,DNB Quota,"Apollo Hospital, Village Lingiadih,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"S. G. L. Super Specialty Charitable Hospital,",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,-,-
7911,9590,All India,Andhra Medical College,M.S. (OPHTHALMOL OGY),Not Reported,-,-,-,-,-,-,-,-,-,-
7912,9591,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT",M.S. (ORTHOPAEDIC S),Reported,All India,"Govt. Medical College, Baroda",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-
7913,9592,All India,MADURAI MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Reported,-,-,-,-,All India,"KURNO OL MEDICA L COLLEG E,KURN OOL MEDICA L COLLEG E, Andhra Pradesh, 518002",M.S. (GENERA L SURGER Y),EWS,EWS,1
7914,9593,-,-,-,-,All India,"Government Medical College, Jalgaon",M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-
7915,9596,DNB Quota,"Swami Dayanand Hospital,",(NBEMS) ORTHOPAEDIC S,Not Reported,All India,Govt. Bundelkhand Medical College Sagar M.P.,M.S. (ORTHOPAEDIC S),Seat Surrende red,-,-,-,-,-,-
7916,9598,All India,"THANJAVUR MEDICAL COLLEGE, THANJAVUR",M.D. (ANAESTHESIO LOGY),Not Reported,All India,STANLEY MEDICAL COLLEGE,M.D. (ANAESTHESIO LOGY),Reported,-,-,-,-,-,-
7917,9599,DNB Quota,"Kanchi Kamakoti Childs Trust Hospital,",(NBEMS- DIPLOMA) PAEDIATRICS,Reported,-,-,-,-,-,-,-,-,-,-
7918,9600,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-
7919,9602,All India,"Grant Medical College, Maharashtra",M.D. (PSYCHIATRY),Not Reported,-,-,-,-,-,-,-,-,-,-
7920,9603,All India,"Sardar Patel Medical College, Bikaner",M.S. (GENERAL SURGERY),Reported,-,-,-,-,All India,"Dr. Sampurn anand Medical College (SNMC), JODHPU R,Dr. Sampurn anand Medical College (SNMC), JODHPU R, Rajastha n, 342001",M.S. (GENERA L SURGER Y),EWS,EWS,53
7921,9604,DNB Quota,"Princess Durru Shehvar Children`s and General Hospital,",(NBEMS) PAEDIATRICS,Reported,DNB Quota,"Vijay Marie Hospital and Educational Society,",(NBEMS) PAEDIATRICS,Reported,-,-,-,-,-,-
7922,9606,DNB Quota,"Sankara Eye Hospital,",(NBEMS) OPHTHALMOLO GY,Reported,-,-,-,-,-,-,-,-,-,-
7923,9607,DNB Quota,"Government Head Quarters Hospital,",(NBEMS) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-,-,-,-,-
7924,9608,-,-,-,-,DNB Quota,"District Hospital,",(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,-,-
7925,9609,DNB Quota,"KMC Hospital and Research Centre,",(NBEMS) GENERAL MEDICINE,Not Reported,DNB Quota,"Kothari Medical and Research Institute,",(NBEMS) GENERAL MEDICINE,Reported,DNB Quota,"Manipal Hospital,, Sector 5, Vidhyadh ar Nagar, Jaipur, Rajastha n, 302013",(NBEMS) GENERAL MEDICIN E,Open,OBC,87
7926,9613,DNB Quota,"Rainbow hospital for women and children,",(NBEMS) PAEDIATRICS,Reported,-,-,-,-,-,-,-,-,-,-
7927,9614,DNB Quota,"Aster Medcity, Kuttisahib Road,",(NBEMS) Neuro Surgery (Direct 6 Years Course),Not Reported,-,-,-,-,-,-,-,-,-,-
7928,9616,All India,"Ravindra Nath Tagore Medical College, Udaipur",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,-,-,-,-
7929,9617,-,-,-,-,DNB Quota,CMC Hospital,(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,-,-
7930,9618,DNB Quota,"St. Stephen`s Hospital,",(NBEMS) ORTHOPAEDIC S,Not Reported,-,-,-,-,-,-,-,-,-,-
7931,9620,All India,Bangalore Medical College and Research Institute,M.D. (ANAESTHESIO LOGY),Not Reported,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR",M.D. (Tuberculosis and Respiratory diseases)/Pulmo nary Medicine /M.D. (Respiratory Medicine),Reported,All India,"NETAJI SUBHAS H CHAND RA BOSE MEDICA L COLLEG E, JABALP UR ,NETAJI SUBHAS H CHAND RA BOSE MEDICA L COLLEG E, NAGPU R ROAD JABALP UR, Madhya Pradesh, 482003",M.D. (Tuberculo sis and Respirator y diseases)/ Pulmonary Medicine /M.D. (Respirato ry Medicine),Open,General,451
7932,9623,All India,Lady Hardinge Medical College,M.D. (PSYCHIATRY),Not Reported,All India,North Bengal Medical College,M.D. (GENERAL MEDICINE),Not Reported,All India,"North Bengal Medical College, North Bengal Medical College, West Bengal, 734012",M.D. (GENERA L MEDICIN E),SC,SC,10
7933,9625,All India,"CHENGALPATT U MEDICAL COLLEGE, CHENGALPATT U","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Seat Surrende red,-,-,-,-,-,-,-,-,-,-
